p_id,gq_id,gq_type,sporder,age,sex
486741795,G110010009013C2,C,1057,18,1
486741796,G110010009013C2,C,1058,20,1
486741797,G110010009013C2,C,1059,20,1
486741798,G110010009013C2,C,1060,24,1
486741799,G110010009013C2,C,1061,18,1
486741800,G110010009013C2,C,1062,18,1
486741801,G110010009013C2,C,1063,21,1
486741802,G110010009013C2,C,1064,20,1
486741803,G110010009013C2,C,1065,21,1
486741804,G110010009013C2,C,1066,18,1
486741805,G110010009013C2,C,1067,25,1
486741806,G110010009013C2,C,1068,20,1
486741807,G110010009013C2,C,1069,19,1
486741808,G110010009013C2,C,1070,20,1
486741809,G110010009013C2,C,1071,20,1
486741810,G110010009013C2,C,1072,18,1
486741811,G110010009013C2,C,1073,19,1
486741812,G110010009013C2,C,1074,19,1
486741813,G110010009013C2,C,1075,19,1
486741814,G110010009013C2,C,1076,18,1
486741815,G110010009013C2,C,1077,19,1
486741816,G110010009013C2,C,1078,18,1
486741817,G110010009013C2,C,1079,23,1
486741818,G110010009013C2,C,1080,19,1
486741819,G110010009013C2,C,1081,19,1
486741820,G110010009013C2,C,1082,18,1
486741821,G110010009013C2,C,1083,20,1
486741822,G110010009013C2,C,1084,20,1
486741823,G110010009013C2,C,1085,24,1
486741824,G110010009013C2,C,1086,23,1
486741825,G110010009013C2,C,1087,29,1
486741826,G110010009013C2,C,1088,23,1
486741827,G110010009013C2,C,1089,20,1
486741828,G110010009013C2,C,1090,19,1
486741829,G110010009013C2,C,1091,22,1
486741830,G110010009013C2,C,1092,18,1
486741831,G110010009013C2,C,1093,19,1
486741832,G110010009013C2,C,1094,23,1
486741833,G110010009013C2,C,1095,25,1
486741834,G110010009013C2,C,1096,20,1
486741835,G110010009013C2,C,1097,20,1
486741836,G110010009013C2,C,1098,22,1
486741837,G110010009013C2,C,1099,32,1
486741838,G110010009013C2,C,1100,25,1
486741839,G110010009013C2,C,1101,19,1
486741840,G110010009013C2,C,1102,23,1
486741841,G110010009013C2,C,1103,20,1
486741842,G110010009013C2,C,1104,23,1
486741843,G110010009013C2,C,1105,18,1
486741844,G110010009013C2,C,1106,19,1
486741845,G110010009013C2,C,1107,22,1
486741846,G110010009013C2,C,1108,21,1
486741847,G110010009013C2,C,1109,20,1
486741848,G110010009013C2,C,1110,19,1
486741849,G110010009013C2,C,1111,24,1
486741850,G110010009013C2,C,1112,18,1
486741851,G110010009013C2,C,1113,21,1
486741852,G110010009013C2,C,1114,20,1
486741853,G110010009013C2,C,1115,19,1
486741854,G110010009013C2,C,1116,18,1
486741855,G110010009013C2,C,1117,21,1
486741856,G110010009013C2,C,1118,22,1
486741857,G110010009013C2,C,1119,20,1
486741858,G110010009013C2,C,1120,19,1
486741859,G110010009013C2,C,1121,25,1
486741860,G110010009013C2,C,1122,19,1
486741861,G110010009013C2,C,1123,24,1
486741862,G110010009013C2,C,1124,22,1
486741863,G110010009013C2,C,1125,19,1
486741864,G110010009013C2,C,1126,19,1
486741865,G110010009013C2,C,1127,24,1
486741866,G110010009013C2,C,1128,24,1
486741867,G110010009013C2,C,1129,22,1
486741868,G110010009013C2,C,1130,18,1
486741869,G110010009013C2,C,1131,18,1
486741870,G110010009013C2,C,1132,19,1
486741871,G110010009013C2,C,1133,19,1
486741872,G110010009013C2,C,1134,25,1
486741873,G110010009013C2,C,1135,19,1
486741874,G110010009013C2,C,1136,18,1
486741875,G110010009013C2,C,1137,21,1
486741876,G110010009013C2,C,1138,18,1
486741877,G110010009013C2,C,1139,18,1
486741878,G110010009013C2,C,1140,18,1
486741879,G110010009013C2,C,1141,31,1
486741880,G110010009013C2,C,1142,19,1
486741881,G110010009013C2,C,1143,18,1
486741882,G110010009013C2,C,1144,19,1
486741883,G110010009013C2,C,1145,20,1
486741884,G110010009013C2,C,1146,29,1
486741885,G110010009013C2,C,1147,20,1
486741886,G110010009013C2,C,1148,24,1
486741887,G110010009013C2,C,1149,21,1
486741888,G110010009013C2,C,1150,20,1
486741889,G110010009013C2,C,1151,19,1
486741890,G110010009013C2,C,1152,20,1
486741891,G110010009013C2,C,1153,22,1
486741892,G110010009013C2,C,1154,19,1
486741893,G110010009013C2,C,1155,20,1
486741894,G110010009013C2,C,1156,19,1
486741895,G110010009013C2,C,1157,19,1
486741896,G110010009013C2,C,1158,20,1
486741897,G110010009013C2,C,1159,19,1
486741898,G110010009013C2,C,1160,20,1
486741899,G110010009013C2,C,1161,18,1
486741900,G110010009013C2,C,1162,19,1
486741901,G110010009013C2,C,1163,19,1
486741902,G110010009013C2,C,1164,20,1
486741903,G110010009013C2,C,1165,19,1
486741904,G110010009013C2,C,1166,18,1
486741905,G110010009013C2,C,1167,19,1
486741906,G110010009013C2,C,1168,19,1
486741907,G110010009013C2,C,1169,18,1
486741908,G110010009013C2,C,1170,22,1
486741909,G110010009013C2,C,1171,19,1
486741910,G110010009013C2,C,1172,20,1
486741911,G110010009013C2,C,1173,18,1
486741912,G110010009013C2,C,1174,19,1
486741913,G110010009013C2,C,1175,24,1
486741914,G110010009013C2,C,1176,21,1
486741915,G110010009013C2,C,1177,20,1
486741916,G110010009013C2,C,1178,23,1
486741917,G110010009013C2,C,1179,18,1
486741918,G110010009013C2,C,1180,18,1
486741919,G110010009013C2,C,1181,19,1
486741920,G110010009013C2,C,1182,20,1
486741921,G110010009013C2,C,1183,23,1
486741922,G110010009013C2,C,1184,23,1
486741923,G110010009013C2,C,1185,20,1
486741924,G110010009013C2,C,1186,24,1
486741925,G110010009013C2,C,1187,19,1
486741926,G110010009013C2,C,1188,23,1
486741927,G110010009013C2,C,1189,18,1
486741928,G110010009013C2,C,1190,18,1
486741929,G110010009013C2,C,1191,22,1
486741930,G110010009013C2,C,1192,18,1
486741931,G110010009013C2,C,1193,22,1
486741932,G110010009013C2,C,1194,19,1
486741933,G110010009013C2,C,1195,21,1
486741934,G110010009013C2,C,1196,20,1
486741935,G110010009013C2,C,1197,18,1
486741936,G110010009013C2,C,1198,19,1
486741937,G110010009013C2,C,1199,20,1
486741938,G110010009013C2,C,1200,22,1
486741939,G110010009013C2,C,1201,22,1
486741940,G110010009013C2,C,1202,27,1
486741941,G110010009013C2,C,1203,29,1
486741942,G110010009013C2,C,1204,18,1
486741943,G110010009013C2,C,1205,19,1
486741944,G110010009013C2,C,1206,19,1
486741945,G110010009013C2,C,1207,19,1
486741946,G110010009013C2,C,1208,23,1
486743321,G110010009013C2,C,1209,19,2
486743320,G110010009013C2,C,1210,18,2
486743319,G110010009013C2,C,1211,21,2
486743318,G110010009013C2,C,1212,18,2
486743317,G110010009013C2,C,1213,19,2
486743316,G110010009013C2,C,1214,19,2
486743315,G110010009013C2,C,1215,21,2
486743314,G110010009013C2,C,1216,18,2
486743313,G110010009013C2,C,1217,18,2
486743312,G110010009013C2,C,1218,24,2
486743311,G110010009013C2,C,1219,19,2
486743310,G110010009013C2,C,1220,24,2
486743309,G110010009013C2,C,1221,22,2
486743308,G110010009013C2,C,1222,18,2
486743307,G110010009013C2,C,1223,19,2
486743306,G110010009013C2,C,1224,19,2
486743305,G110010009013C2,C,1225,20,2
486743304,G110010009013C2,C,1226,18,2
486743303,G110010009013C2,C,1227,19,2
486743302,G110010009013C2,C,1228,18,2
486743301,G110010009013C2,C,1229,19,2
486743300,G110010009013C2,C,1230,23,2
486743299,G110010009013C2,C,1231,19,2
486743298,G110010009013C2,C,1232,21,2
486743297,G110010009013C2,C,1233,19,2
486743296,G110010009013C2,C,1234,20,2
486743295,G110010009013C2,C,1235,19,2
486743294,G110010009013C2,C,1236,18,2
486743293,G110010009013C2,C,1237,22,2
486743292,G110010009013C2,C,1238,19,2
486743291,G110010009013C2,C,1239,19,2
486743290,G110010009013C2,C,1240,19,2
486743289,G110010009013C2,C,1241,20,2
486743288,G110010009013C2,C,1242,19,2
486741947,G110010009013C2,C,1243,18,1
486741948,G110010009013C2,C,1244,22,1
486741949,G110010009013C2,C,1245,19,1
486741950,G110010009013C2,C,1246,19,1
486741951,G110010009013C2,C,1247,20,1
486741952,G110010009013C2,C,1248,20,1
486741953,G110010009013C2,C,1249,20,1
486741954,G110010009013C2,C,1250,23,1
486741955,G110010009013C2,C,1251,19,1
486741956,G110010009013C2,C,1252,18,1
486741957,G110010009013C2,C,1253,21,1
486741958,G110010009013C2,C,1254,21,1
486741959,G110010009013C2,C,1255,18,1
486741960,G110010009013C2,C,1256,19,1
486741961,G110010009013C2,C,1257,19,1
486741962,G110010009013C2,C,1258,18,1
486741963,G110010009013C2,C,1259,19,1
486741964,G110010009013C2,C,1260,18,1
486741965,G110010009013C2,C,1261,19,1
486741966,G110010009013C2,C,1262,20,1
486741967,G110010009013C2,C,1263,21,1
486741968,G110010009013C2,C,1264,24,1
486741969,G110010009013C2,C,1265,19,1
486741970,G110010009013C2,C,1266,22,1
486741971,G110010009013C2,C,1267,19,1
486741972,G110010009013C2,C,1268,19,1
486741973,G110010009013C2,C,1269,24,1
486741974,G110010009013C2,C,1270,19,1
486741975,G110010009013C2,C,1271,18,1
486741976,G110010009013C2,C,1272,31,1
486741977,G110010009013C2,C,1273,19,1
486741978,G110010009013C2,C,1274,23,1
486741979,G110010009013C2,C,1275,22,1
486741980,G110010009013C2,C,1276,20,1
486741981,G110010009013C2,C,1277,19,1
486741982,G110010009013C2,C,1278,22,1
486741983,G110010009013C2,C,1279,21,1
486741984,G110010009013C2,C,1280,21,1
486741985,G110010009013C2,C,1281,21,1
486741986,G110010009013C2,C,1282,20,1
486741987,G110010009013C2,C,1283,19,1
486741988,G110010009013C2,C,1284,21,1
486741989,G110010009013C2,C,1285,19,1
486741990,G110010009013C2,C,1286,21,1
486741991,G110010009013C2,C,1287,21,1
486741992,G110010009013C2,C,1288,21,1
486741993,G110010009013C2,C,1289,18,1
486741994,G110010009013C2,C,1290,19,1
486741995,G110010009013C2,C,1291,22,1
486741996,G110010009013C2,C,1292,22,1
486741997,G110010009013C2,C,1293,19,1
486741998,G110010009013C2,C,1294,21,1
486741999,G110010009013C2,C,1295,19,1
486742000,G110010009013C2,C,1296,19,1
486742001,G110010009013C2,C,1297,23,1
486742002,G110010009013C2,C,1298,18,1
486742003,G110010009013C2,C,1299,24,1
486742004,G110010009013C2,C,1300,26,1
486742005,G110010009013C2,C,1301,19,1
486742006,G110010009013C2,C,1302,21,1
486742007,G110010009013C2,C,1303,23,1
486742008,G110010009013C2,C,1304,19,1
486742009,G110010009013C2,C,1305,19,1
486742010,G110010009013C2,C,1306,21,1
486742011,G110010009013C2,C,1307,18,1
486742012,G110010009013C2,C,1308,24,1
486742013,G110010009013C2,C,1309,21,1
486742014,G110010009013C2,C,1310,18,1
486742015,G110010009013C2,C,1311,38,1
486742016,G110010009013C2,C,1312,20,1
486742017,G110010009013C2,C,1313,19,1
486742018,G110010009013C2,C,1314,19,1
486742019,G110010009013C2,C,1315,19,1
486742020,G110010009013C2,C,1316,19,1
486742021,G110010009013C2,C,1317,23,1
486742022,G110010009013C2,C,1318,18,1
486742023,G110010009013C2,C,1319,19,1
486742024,G110010009013C2,C,1320,20,1
486742025,G110010009013C2,C,1321,23,1
486742026,G110010009013C2,C,1322,21,1
486742027,G110010009013C2,C,1323,21,1
486742028,G110010009013C2,C,1324,23,1
486742029,G110010009013C2,C,1325,19,1
486742030,G110010009013C2,C,1326,19,1
486742031,G110010009013C2,C,1327,18,1
486742032,G110010009013C2,C,1328,18,1
486742033,G110010009013C2,C,1329,24,1
486742034,G110010009013C2,C,1330,19,1
486742035,G110010009013C2,C,1331,19,1
486742036,G110010009013C2,C,1332,19,1
486742037,G110010009013C2,C,1333,18,1
486742038,G110010009013C2,C,1334,22,1
486742039,G110010009013C2,C,1335,25,1
486742040,G110010009013C2,C,1336,18,1
486742041,G110010009013C2,C,1337,19,1
486742042,G110010009013C2,C,1338,21,1
486742043,G110010009013C2,C,1339,19,1
486749191,G110010001001C1,C,1,19,1
486749192,G110010001001C1,C,2,18,2
486749193,G110010001001C1,C,3,19,2
486749194,G110010001001C1,C,4,18,2
486749195,G110010001001C1,C,5,20,2
486749196,G110010001001C1,C,6,20,2
486749181,G110010001001C1,C,7,19,1
486749200,G110010001001C1,C,8,21,2
486749199,G110010001001C1,C,9,19,2
486749190,G110010001001C1,C,10,19,1
486749189,G110010001001C1,C,11,18,1
486749182,G110010001001C1,C,12,22,1
486749183,G110010001001C1,C,13,19,1
486749184,G110010001001C1,C,14,22,1
486749185,G110010001001C1,C,15,20,1
486749186,G110010001001C1,C,16,23,1
486749187,G110010001001C1,C,17,27,1
486749188,G110010001001C1,C,18,21,1
486749197,G110010001001C1,C,19,19,2
486749198,G110010001001C1,C,20,19,2
486749179,G110010001001C1,C,21,18,1
486749180,G110010001001C1,C,22,21,1
486744199,G110010002023C1,C,1,18,1
486744213,G110010002023C1,C,2,18,1
486744212,G110010002023C1,C,3,21,1
486744211,G110010002023C1,C,4,19,1
486744210,G110010002023C1,C,5,18,1
486744209,G110010002023C1,C,6,18,1
486744208,G110010002023C1,C,7,22,1
486744207,G110010002023C1,C,8,21,1
486744206,G110010002023C1,C,9,23,1
486744205,G110010002023C1,C,10,20,1
486744204,G110010002023C1,C,11,19,1
486744203,G110010002023C1,C,12,19,1
486744202,G110010002023C1,C,13,18,1
486744201,G110010002023C1,C,14,21,1
486744200,G110010002023C1,C,15,21,1
486745029,G110010002024C1,C,1,21,2
486744688,G110010002024C1,C,2,18,1
486744689,G110010002024C1,C,3,22,1
486744690,G110010002024C1,C,4,19,1
486744691,G110010002024C1,C,5,18,1
486744692,G110010002024C1,C,6,18,1
486744693,G110010002024C1,C,7,18,1
486744694,G110010002024C1,C,8,23,1
486744695,G110010002024C1,C,9,24,1
486744696,G110010002024C1,C,10,23,1
486744697,G110010002024C1,C,11,23,1
486744698,G110010002024C1,C,12,20,1
486744699,G110010002024C1,C,13,24,1
486744700,G110010002024C1,C,14,18,1
486744701,G110010002024C1,C,15,19,1
486744702,G110010002024C1,C,16,20,1
486744703,G110010002024C1,C,17,18,1
486744704,G110010002024C1,C,18,19,1
486744705,G110010002024C1,C,19,19,1
486744706,G110010002024C1,C,20,29,1
486744707,G110010002024C1,C,21,20,1
486744708,G110010002024C1,C,22,18,1
486744709,G110010002024C1,C,23,23,1
486744710,G110010002024C1,C,24,20,1
486744711,G110010002024C1,C,25,22,1
486744712,G110010002024C1,C,26,21,1
486744713,G110010002024C1,C,27,21,1
486744714,G110010002024C1,C,28,22,1
486744715,G110010002024C1,C,29,20,1
486744716,G110010002024C1,C,30,20,1
486744717,G110010002024C1,C,31,19,1
486744718,G110010002024C1,C,32,22,1
486744719,G110010002024C1,C,33,18,1
486744720,G110010002024C1,C,34,18,1
486744721,G110010002024C1,C,35,19,1
486744722,G110010002024C1,C,36,24,1
486744723,G110010002024C1,C,37,20,1
486744724,G110010002024C1,C,38,20,1
486744725,G110010002024C1,C,39,19,1
486744726,G110010002024C1,C,40,21,1
486744727,G110010002024C1,C,41,21,1
486744728,G110010002024C1,C,42,18,1
486744729,G110010002024C1,C,43,21,1
486744730,G110010002024C1,C,44,19,1
486744731,G110010002024C1,C,45,21,1
486744732,G110010002024C1,C,46,22,1
486744733,G110010002024C1,C,47,21,1
486744734,G110010002024C1,C,48,19,1
486744735,G110010002024C1,C,49,19,1
486744736,G110010002024C1,C,50,20,1
486744737,G110010002024C1,C,51,19,1
486744738,G110010002024C1,C,52,20,1
486744739,G110010002024C1,C,53,19,1
486744740,G110010002024C1,C,54,19,1
486744741,G110010002024C1,C,55,18,1
486744742,G110010002024C1,C,56,23,1
486744743,G110010002024C1,C,57,23,1
486744744,G110010002024C1,C,58,19,1
486744745,G110010002024C1,C,59,18,1
486744746,G110010002024C1,C,60,22,1
486744747,G110010002024C1,C,61,18,1
486744748,G110010002024C1,C,62,20,1
486744749,G110010002024C1,C,63,18,1
486744750,G110010002024C1,C,64,21,1
486744751,G110010002024C1,C,65,33,1
486744752,G110010002024C1,C,66,18,1
486744753,G110010002024C1,C,67,20,1
486744754,G110010002024C1,C,68,27,1
486744755,G110010002024C1,C,69,20,1
486744756,G110010002024C1,C,70,19,1
486744757,G110010002024C1,C,71,23,1
486744758,G110010002024C1,C,72,20,1
486744759,G110010002024C1,C,73,16,2
486744760,G110010002024C1,C,74,21,2
486744761,G110010002024C1,C,75,19,2
486744762,G110010002024C1,C,76,21,2
486744763,G110010002024C1,C,77,19,2
486744764,G110010002024C1,C,78,18,2
486744765,G110010002024C1,C,79,24,2
486744766,G110010002024C1,C,80,18,2
486745028,G110010002024C1,C,81,24,2
486745027,G110010002024C1,C,82,19,2
486745026,G110010002024C1,C,83,19,2
486745025,G110010002024C1,C,84,19,2
486745024,G110010002024C1,C,85,19,2
486745023,G110010002024C1,C,86,20,2
486745022,G110010002024C1,C,87,19,2
486745021,G110010002024C1,C,88,24,2
486745020,G110010002024C1,C,89,24,2
486745019,G110010002024C1,C,90,19,2
486745018,G110010002024C1,C,91,19,2
486745017,G110010002024C1,C,92,19,2
486745016,G110010002024C1,C,93,19,2
486745015,G110010002024C1,C,94,18,2
486745014,G110010002024C1,C,95,21,2
486745013,G110010002024C1,C,96,20,2
486745012,G110010002024C1,C,97,30,2
486745011,G110010002024C1,C,98,23,2
486745010,G110010002024C1,C,99,19,2
486745009,G110010002024C1,C,100,19,2
486745008,G110010002024C1,C,101,18,2
486745007,G110010002024C1,C,102,19,2
486745006,G110010002024C1,C,103,19,2
486745005,G110010002024C1,C,104,20,2
486745004,G110010002024C1,C,105,23,2
486745003,G110010002024C1,C,106,19,2
486745002,G110010002024C1,C,107,23,2
486745001,G110010002024C1,C,108,21,2
486745000,G110010002024C1,C,109,24,2
486744999,G110010002024C1,C,110,19,2
486744998,G110010002024C1,C,111,19,2
486744997,G110010002024C1,C,112,19,2
486744996,G110010002024C1,C,113,19,2
486744995,G110010002024C1,C,114,19,2
486744994,G110010002024C1,C,115,21,2
486744993,G110010002024C1,C,116,19,2
486744992,G110010002024C1,C,117,22,2
486744991,G110010002024C1,C,118,19,2
486744990,G110010002024C1,C,119,18,2
486744989,G110010002024C1,C,120,18,2
486744988,G110010002024C1,C,121,21,2
486744987,G110010002024C1,C,122,19,2
486744986,G110010002024C1,C,123,19,2
486744985,G110010002024C1,C,124,23,2
486744984,G110010002024C1,C,125,28,2
486744983,G110010002024C1,C,126,19,2
486744982,G110010002024C1,C,127,20,2
486744981,G110010002024C1,C,128,19,2
486744980,G110010002024C1,C,129,24,2
486744979,G110010002024C1,C,130,21,2
486744978,G110010002024C1,C,131,18,2
486744977,G110010002024C1,C,132,24,2
486744976,G110010002024C1,C,133,20,2
486744975,G110010002024C1,C,134,20,2
486744974,G110010002024C1,C,135,18,2
486744973,G110010002024C1,C,136,24,2
486744972,G110010002024C1,C,137,18,2
486744971,G110010002024C1,C,138,19,2
486744970,G110010002024C1,C,139,23,2
486744969,G110010002024C1,C,140,18,2
486744968,G110010002024C1,C,141,19,2
486744967,G110010002024C1,C,142,18,2
486744966,G110010002024C1,C,143,18,2
486744965,G110010002024C1,C,144,18,2
486744964,G110010002024C1,C,145,19,2
486744963,G110010002024C1,C,146,19,2
486744962,G110010002024C1,C,147,18,2
486744961,G110010002024C1,C,148,20,2
486744960,G110010002024C1,C,149,18,2
486744959,G110010002024C1,C,150,19,2
486744958,G110010002024C1,C,151,22,2
486744957,G110010002024C1,C,152,19,2
486744956,G110010002024C1,C,153,18,2
486744852,G110010002024C1,C,154,19,2
486744853,G110010002024C1,C,155,18,2
486744955,G110010002024C1,C,156,19,2
486744954,G110010002024C1,C,157,18,2
486744953,G110010002024C1,C,158,23,2
486744952,G110010002024C1,C,159,19,2
486744951,G110010002024C1,C,160,23,2
486744950,G110010002024C1,C,161,23,2
486744949,G110010002024C1,C,162,23,2
486744948,G110010002024C1,C,163,22,2
486744947,G110010002024C1,C,164,22,2
486744946,G110010002024C1,C,165,18,2
486744945,G110010002024C1,C,166,19,2
486744944,G110010002024C1,C,167,23,2
486744943,G110010002024C1,C,168,19,2
486744942,G110010002024C1,C,169,19,2
486744941,G110010002024C1,C,170,18,2
486744940,G110010002024C1,C,171,24,2
486744939,G110010002024C1,C,172,19,2
486744938,G110010002024C1,C,173,19,2
486744937,G110010002024C1,C,174,19,2
486744936,G110010002024C1,C,175,18,2
486744935,G110010002024C1,C,176,19,2
486744934,G110010002024C1,C,177,19,2
486744933,G110010002024C1,C,178,21,2
486744932,G110010002024C1,C,179,20,2
486744931,G110010002024C1,C,180,19,2
486744930,G110010002024C1,C,181,19,2
486744929,G110010002024C1,C,182,21,2
486744928,G110010002024C1,C,183,19,2
486744927,G110010002024C1,C,184,19,2
486744926,G110010002024C1,C,185,18,2
486744925,G110010002024C1,C,186,19,2
486744924,G110010002024C1,C,187,19,2
486744923,G110010002024C1,C,188,21,2
486744922,G110010002024C1,C,189,18,2
486744921,G110010002024C1,C,190,19,2
486744920,G110010002024C1,C,191,22,2
486744919,G110010002024C1,C,192,19,2
486744918,G110010002024C1,C,193,19,2
486744917,G110010002024C1,C,194,21,2
486744916,G110010002024C1,C,195,28,2
486744915,G110010002024C1,C,196,19,2
486744914,G110010002024C1,C,197,23,2
486744913,G110010002024C1,C,198,18,2
486744912,G110010002024C1,C,199,23,2
486744911,G110010002024C1,C,200,21,2
486744910,G110010002024C1,C,201,19,2
486744909,G110010002024C1,C,202,22,2
486744908,G110010002024C1,C,203,19,2
486744907,G110010002024C1,C,204,19,2
486744906,G110010002024C1,C,205,29,2
486744905,G110010002024C1,C,206,19,2
486744904,G110010002024C1,C,207,19,2
486744903,G110010002024C1,C,208,19,2
486744902,G110010002024C1,C,209,20,2
486744901,G110010002024C1,C,210,19,2
486744900,G110010002024C1,C,211,19,2
486744899,G110010002024C1,C,212,18,2
486744898,G110010002024C1,C,213,34,2
486744802,G110010002024C1,C,214,21,2
486744897,G110010002024C1,C,215,19,2
486744767,G110010002024C1,C,216,19,2
486744768,G110010002024C1,C,217,20,2
486744769,G110010002024C1,C,218,21,2
486744770,G110010002024C1,C,219,22,2
486744771,G110010002024C1,C,220,20,2
486744772,G110010002024C1,C,221,21,2
486744773,G110010002024C1,C,222,19,2
486744774,G110010002024C1,C,223,19,2
486744775,G110010002024C1,C,224,18,2
486744776,G110010002024C1,C,225,18,2
486744777,G110010002024C1,C,226,21,2
486744778,G110010002024C1,C,227,20,2
486744779,G110010002024C1,C,228,19,2
486744780,G110010002024C1,C,229,19,2
486744781,G110010002024C1,C,230,20,2
486744782,G110010002024C1,C,231,19,2
486744783,G110010002024C1,C,232,23,2
486744784,G110010002024C1,C,233,23,2
486744785,G110010002024C1,C,234,22,2
486744786,G110010002024C1,C,235,21,2
486744787,G110010002024C1,C,236,22,2
486744788,G110010002024C1,C,237,18,2
486744789,G110010002024C1,C,238,19,2
486744790,G110010002024C1,C,239,23,2
486744791,G110010002024C1,C,240,19,2
486744792,G110010002024C1,C,241,19,2
486744793,G110010002024C1,C,242,24,2
486744794,G110010002024C1,C,243,19,2
486744795,G110010002024C1,C,244,22,2
486744896,G110010002024C1,C,245,19,2
486744895,G110010002024C1,C,246,19,2
486744894,G110010002024C1,C,247,21,2
486744893,G110010002024C1,C,248,19,2
486744892,G110010002024C1,C,249,23,2
486744891,G110010002024C1,C,250,21,2
486744890,G110010002024C1,C,251,22,2
486744889,G110010002024C1,C,252,24,2
486744888,G110010002024C1,C,253,19,2
486744887,G110010002024C1,C,254,22,2
486744886,G110010002024C1,C,255,18,2
486744885,G110010002024C1,C,256,19,2
486744884,G110010002024C1,C,257,19,2
486744883,G110010002024C1,C,258,20,2
486744882,G110010002024C1,C,259,22,2
486744881,G110010002024C1,C,260,19,2
486744880,G110010002024C1,C,261,20,2
486744879,G110010002024C1,C,262,18,2
486745333,G110010002024C1,C,263,22,2
486745332,G110010002024C1,C,264,20,2
486745331,G110010002024C1,C,265,19,2
486745330,G110010002024C1,C,266,21,2
486745329,G110010002024C1,C,267,19,2
486745328,G110010002024C1,C,268,19,2
486745327,G110010002024C1,C,269,19,2
486745326,G110010002024C1,C,270,19,2
486745325,G110010002024C1,C,271,19,2
486745324,G110010002024C1,C,272,20,2
486745323,G110010002024C1,C,273,18,2
486745322,G110010002024C1,C,274,20,2
486745321,G110010002024C1,C,275,18,2
486745320,G110010002024C1,C,276,19,2
486745319,G110010002024C1,C,277,20,2
486745318,G110010002024C1,C,278,22,2
486745317,G110010002024C1,C,279,21,2
486745316,G110010002024C1,C,280,19,2
486745315,G110010002024C1,C,281,21,2
486745314,G110010002024C1,C,282,19,2
486745313,G110010002024C1,C,283,18,2
486745312,G110010002024C1,C,284,19,2
486745311,G110010002024C1,C,285,24,2
486745310,G110010002024C1,C,286,19,2
486745309,G110010002024C1,C,287,20,2
486745308,G110010002024C1,C,288,19,2
486745307,G110010002024C1,C,289,19,2
486745306,G110010002024C1,C,290,21,2
486745305,G110010002024C1,C,291,20,2
486745304,G110010002024C1,C,292,23,2
486745303,G110010002024C1,C,293,24,2
486745302,G110010002024C1,C,294,19,2
486744803,G110010002024C1,C,295,19,2
486745301,G110010002024C1,C,296,23,2
486745300,G110010002024C1,C,297,25,2
486745299,G110010002024C1,C,298,19,2
486745298,G110010002024C1,C,299,23,2
486745297,G110010002024C1,C,300,19,2
486745296,G110010002024C1,C,301,18,2
486745295,G110010002024C1,C,302,20,2
486745294,G110010002024C1,C,303,18,2
486745293,G110010002024C1,C,304,19,2
486745292,G110010002024C1,C,305,20,2
486744796,G110010002024C1,C,306,20,2
486744797,G110010002024C1,C,307,18,2
486744798,G110010002024C1,C,308,21,2
486744799,G110010002024C1,C,309,21,2
486744800,G110010002024C1,C,310,18,2
486744801,G110010002024C1,C,311,18,2
486745291,G110010002024C1,C,312,18,2
486745290,G110010002024C1,C,313,19,2
486745289,G110010002024C1,C,314,24,2
486745288,G110010002024C1,C,315,19,2
486745287,G110010002024C1,C,316,19,2
486745286,G110010002024C1,C,317,19,2
486745285,G110010002024C1,C,318,19,2
486745284,G110010002024C1,C,319,19,2
486745283,G110010002024C1,C,320,19,2
486745282,G110010002024C1,C,321,23,2
486745281,G110010002024C1,C,322,24,2
486745280,G110010002024C1,C,323,24,2
486745279,G110010002024C1,C,324,19,2
486745278,G110010002024C1,C,325,20,2
486745277,G110010002024C1,C,326,19,2
486745276,G110010002024C1,C,327,20,2
486745275,G110010002024C1,C,328,19,2
486745274,G110010002024C1,C,329,24,2
486745273,G110010002024C1,C,330,24,2
486745272,G110010002024C1,C,331,19,2
486745271,G110010002024C1,C,332,18,2
486745270,G110010002024C1,C,333,18,2
486745269,G110010002024C1,C,334,20,2
486745268,G110010002024C1,C,335,18,2
486745267,G110010002024C1,C,336,18,2
486745266,G110010002024C1,C,337,18,2
486745265,G110010002024C1,C,338,22,2
486745264,G110010002024C1,C,339,22,2
486745263,G110010002024C1,C,340,24,2
486745262,G110010002024C1,C,341,18,2
486745261,G110010002024C1,C,342,19,2
486745260,G110010002024C1,C,343,19,2
486745259,G110010002024C1,C,344,20,2
486745258,G110010002024C1,C,345,20,2
486745257,G110010002024C1,C,346,19,2
486745256,G110010002024C1,C,347,19,2
486745255,G110010002024C1,C,348,22,2
486745254,G110010002024C1,C,349,19,2
486745253,G110010002024C1,C,350,19,2
486745252,G110010002024C1,C,351,19,2
486745251,G110010002024C1,C,352,24,2
486745250,G110010002024C1,C,353,19,2
486745249,G110010002024C1,C,354,18,2
486745248,G110010002024C1,C,355,23,2
486745247,G110010002024C1,C,356,18,2
486745246,G110010002024C1,C,357,18,2
486745245,G110010002024C1,C,358,19,2
486745244,G110010002024C1,C,359,19,2
486745243,G110010002024C1,C,360,19,2
486745242,G110010002024C1,C,361,19,2
486745241,G110010002024C1,C,362,18,2
486745240,G110010002024C1,C,363,19,2
486745239,G110010002024C1,C,364,20,2
